"Product ID","Category","Brand","Name","Description","Rating","Review Count"
"7037","headphones","Sony","Sony MDRNC8/WHI Noise Canceling Headphone, White","Sony MDR-NC8 - White - MDR-NC8/WHI &bull; On-Ear Digital Noise Cancelling Stereo Headphones Up to 90% Noise Cancellation/Reduction &bull; On-Ear Digital Noise Cancelling Stereo Headphones  &bull; Large 30mm Speaker Driver Produces Amazingly Clear Sound   ","3.1659500000000005","200"
"7044","headphones","Skullcandy","Skullcandy S2IKFZ-049 Ink'd 2.0 Earbud Headphones ( Paul Frank Black)","Buy the Skullcandy Ink'd 2.0 Earbuds at eBags - experts in bags and accessories since 1999.  We offer free returns, expert advice, and millions of customer reviews.","4.269465648854961","131"
"58249","headphones","Plantronics","Plantronics - HW301N ENCORE PRO BIN Wideband","Plantronics HW301N Apla-na Binaural Noise Cancelin...","4.087912087912088","91"
"7055","headphones","Maxell","MAXELL 190318 LIGHTWEIGHT STEREO HEADPHONES","HP200 Stereo Headset provides dynamic sound reproduction with all portable music players. Feature adjustable locking headband and single entry cord. Impedance: 30mm. Drivers: 32 ohms. Magnet: Anistoropic Ferrite. Film: 0.016mm. Coil: 13.6mm. Sensitivity: ","4.471823188405797","3450"
"7060","headphones","Skullcandy","Skullcandy Jib Earbuds - Black","Jib Earbud Headphones, Read customer reviews and buy online at Best Buy.","3.945800144822592","2762"
"7061","headphones","MEE","MEElectronics Sport-Fi M6 Noise Isolating In-Ear Headphones with Memory Wire","Amazon.com: MEElectronics Sport-Fi M6 Noise Isolating In-Ear Headphones with Memory Wire (Black): Electronics","3.7013878893800762","9727"
"7062","headphones","Audio-Technica","Audio Technica ATH-AD700X Audiophile Headphones","Buy Audio-Technica ATH AD700X Open-air Dynamic Audiophile Headphones from beachcamera.com with fast and free shipping.","4.380132450331126","755"
"521105","headphones","Inland","Inland ProHT Bluetooth Headphones","A sleek device for use at home or at the office, the black Inland ProHT Bluetooth Headset allows clear communications with other devices. With high transmission rates between cell phones, computers, PDAs and other devices, the Inland Bluetooth Headset let","4.15625","32"
"521104","headphones","Plantronics","Plantronics 65219-01 S12 Telephone Headset","The Plantronics 65219-01 S12 Telephone Headset offers exceptional hands-free convenience and comfort. The over-the-ear earpiece design on this Plantronics S12 Headset is small and lightweight, allowing you to use it where you need it. The small design als","3.9","20"
"58266","headphones","Monster","Powerbeats by Dr. Dre In-Ear Headphone","Music is a driving force in the game of many top a...","3.3027227722772277","404"
"353187","headphones","JLAB","JLab JK-PNK-BOX JBuddies Kids- Volume Limiting Headphones Guaranteed for Life - Pink","Buy JLab JK-PNK-BOX JBuddies Kids- Volume Limiting Headphones Guaranteed for Life - Pink: On-Ear Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.9926144756277697","677"
"7089","headphones","Sony","Sony MDR-222KD Childrens Headphones","Product Description Color: Black...","4.244870651204282","1121"
"7092","headphones","Sennheiser","Sennheiser MX 365 Earphones - Blue","Same Day Shipping till 8PM on new Sennheiser MX 365 Portable Ultralight Earphones with Earpads, 32 Ohms Impedance, 20-20000Hz Frequency Response, 3.5mm Angled Plug, Blue. MPN MX365 BLUE SKU SEMX365B. From Adorama.com - more than a camera store.","4.206959706959708","546"
"322482","headphones","Bose","Bose SoundTrue around-ear headphones II - Apple devices, Charcoal","","3.8132183908045976","696"
"7096","headphones","Koss","UR-20 Stereo Headphone","Koss - 164129 - Koss UR20 Headphone - Wired Connectivity - Stereo - Over-the-head on Neobits.com shop. <ul><li>Flexible headband with sling allows for easy, single-sided listening, ideal for DJ use<li>Utilizes neodymium rare earth magnet for deep bass and","4.195481481481482","135"
"330684","headphones","Audio-Technica","Audio Technica ATH-ANC7B SVIS Noise-Cancelling Headphones","Amazon.com: Audio Technica ATH-ANC7B SVIS Noise-Cancelling Headphones: Electronics","3.3660714285714284","224"
"7098","headphones","JVC","JVC HAFX8W Headphone, Riptidz, In-Ear"," Get the JVC HA-FX8-W Riptidz Inner Ear Headphones (White) at RadioShack.com and see our entire selection of Headphones. Give your tunes a workout. The JVC Riptidz Headphones feature a sweatproof body and a secure fit, making them ideal for the active use","4.256610800744879","537"
"7104","headphones","Audio-Technica","Audio Technica ATH-A900 Audiophile Closed-Back Dynamic Headphones","Audio-Technica's ATH-A900x closed-back dynamic headphones deliver audiophile-quality acoustic performance with superior, deep bass and vocal projection unmatched in its class. The headphones feature large-aperture 53 mm drivers for high-fidelity playback.","4.138888888888889","126"
"322501","headphones","Bose","Bose SoundLink On-Ear Bluetooth Wireless Headphones - Black","","4.353661697990927","1543"
"330695","headphones","Audio-Technica","Audio-Technica ATH-ANC27X Quiet Point Active Noise-Cancelling Headphones","Buy Audio-Technica ATH-ANC27X Quiet Point Active Noise-Cancelling Headphones: Everything Else - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.269767441860466","86"
"7111","headphones","Yurbuds","Yurbuds Sports Earphones Ironman Inspire Talk Earphone - Black","Amazon.com: Yurbuds 95826VRP Ironman Inspire Talk Earbuds with 1-Button Microphone (Black): Electronics","3.6700234192037473","427"
"17359","headphones","Panasonic","Panasonic Consumer RP-HTX7-R1 Stereo Headphone Red","Experience old-school style with Panasonic's RP-HT...","4.708333333333333","24"
"7127","headphones","Marshall","Marshall Major Headphones White with Microphones","Major On-Ear Headphones, Read customer reviews and buy online at Best Buy.","4.602803738317757","107"
"357343","headphones","Sound Intone","Wireless Headphones, Sound Intone P6 Stereo Bluetooth Headphones with Microphone Over-ear Foldable Portable Music Headsets for Cellphones Laptop Tablet TV Headphones (Black Blue)","Amazon.com: Wireless Headphones, Sound Intone P6 Stereo Bluetooth Headphones with Microphone Over-ear Foldable Portable Music Headsets for Cellphones Laptop Tablet TV Headphones (Black Blue): Cell Phones & Accessories","4.096521739130434","1265"
"443374","headphones","Bounty Hunter","Bounty Hunter Metal Detector Headphones","Bounty Hunter Metal Detector Headphones can effectively assist you in seeking rare coins and many other secret treasures waiting to be found. They feature a sleek black design and will allow you to maximize your range as you search for the unknown. The vo","4.5","32"
"56309","headphones","Turtle Beach","Turtle Beach Ear Force M5 Silver Mobile Gaming Headset with mic","Turtle Beach, the world-leader in gaming audio, br...","3.4150357995226734","419"
"7158","headphones","Plantronics","H141N DuoSet Headset by Plantronics - H141N","Shop cell phones and accessories at Amazon.com. You'll find great prices on cases, headsets, and the latest smartphones from carriers like Verizon, AT&T, and Sprint","3.5","14"
"7169","headphones","ASTRO Gaming","ASTRO Gaming A40 Audio System (White)","Buy Astro Gaming A40 Quick Disconnect Connector Circumaural Wired Headset &#43; MixAmp Pro - White                                                                                                                                                       with f","4.224387096774194","775"
"445440","headphones","LG","LG Electronics HBS-730 Tone+ Stereo Bluetooth Headset - Retail Packaging - White","Enjoy a quality, hands-free audio experience with the LG Electronics HBS-730 Tone+ Stereo Bluetooth Headset-Retail Packaging-White. The unique Tone+ technology is different from other Bluetooth headsets, you simply wear the wireless device comfortably aro","3.3125","32"
"445441","headphones","LG","LG Electronics HBS-730 Tone+ Stereo Bluetooth Headset - Retail Packaging - White","LG Electronics HBS-730 Tone+ Stereo Bluetooth Headset - Retail Packaging - White Enjoy a quality, hands-free audio experience with the LG Electronics HBS-730 Tone+ Stereo Bluetooth Headset-Retail Packaging-White. The unique Tone+ technology is different f","3.5","32"
"7184","headphones","Bose","Bose mobile in-ear headset Phone and Music Compatible Headset","Amazon.com: Bose Mobile In-Ear Headset (Discontinued by Manufacturer): Electronics","3.3468468468468466","222"
"527384","headphones","808","808 PERFORMER Over-Ear Headphones - Black","Buy 808 PERFORMER Over-Ear Headphones - Black: Over-Ear Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.6615384615384614","65"
"467985","headphones","Apple","Apple iPhone 5/5S EarPods, Earbuds, Earphones, Headphones MD827LL/A","Buy Apple iPhone 5/5S EarPods, Earbuds, Earphones, Headphones MD827LL/A: Earbud Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","2.8333333333333335","93"
"330781","headphones","Comply","Comply T-400 Isolation Foam Earphone Tips (Black, 3 Pairs, S/M/L)","Amazon.com: Comply T-400 Isolation Foam Earphone Tips (Black, 3 Pairs, S/M/L): Electronics","3.981720430107527","930"
"371743","headphones","Apple","Apple Earphones with Remote and Mic","Genuine Apple product Enables you to answer and end calls Apple Earphones with Remote and Mic: Adjustable volume buttons Control music and video playback Record voice memos on supported devices Answer and end calls","0.0","0"
"371736","headphones","Aftershokz","AfterShokz Bluez 2S Black Open-ear Wireless Stereo Headphones","Buy AfterShokz Bluez 2S Black Open-ear Wireless Stereo Headphones: Bluetooth Headsets - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.25239852398524","271"
"7209","headphones","Koss","Koss KE7 Earbuds Stereophone Combo Pack","Koss TWINS Earphone - Stereo - Wired - 60 Hz 20 kHz - Earbud - Binaural - Open - 4 ft Cable at $14.34. The Koss TWINS Earphone is an amazing Earphone","3.508450704225352","284"
"7210","headphones","Koss","Koss KPH13 Over The Head Stereophone","Newegg.com offers the best prices on computer products, laptop computers, LED LCD TVs, digital cameras, electronics, unlocked phones, office supplies, and more with fast shipping and top-rated customer service.  Once you know, you Newegg!","3.427790697674418","86"
"7220","headphones","Maxell","Maxell NB-201 Stereo Line Neckband Headphones - Silver (190316)","Product Description The stylish NB201S Stereo Line...","3.072649572649573","234"
"7221","headphones","Plantronics","Plantronics BackBeat GO Bluetooth Wireless Stereo Earbuds - Retail Packaging - White","Plantronics BackBeat GO Bluetooth Wireless Stereo Earbuds - Retail Packaging - White at $88.91. find this and other Plantronics products at antonline.com","3.3492537313432837","335"
"7229","headphones","Plantronics","Plantronics Audio 478 Stereo USB Headset (Audio 478)","Enjoy crisp, clear audio during your Skype calls w...","4.209657449442839","2423"
"7232","headphones","Ematic","Ematic 10-in-1 Universal Accessory Kit for MP3 Players / Cell Phones - EA310","Buy the Ematic 10 in 1 Universal Accessory Kit for iPod/MP3 with fast shipping and excellent Customer Service. Rakuten.com","3.869565217391304","23"
"7233","headphones","Audio-Technica","Audio Technica Headphones ATH-WS55 BLACK & RED (Japan Import)","Audio Technica - ATH-WS55BRD - Solid Bass Over-Ear Headphones-Black/Red on Neobits.com shop. <ul><li>New double air chamber system reproduces richer and deeper bass<li>Acoustically sealed oval earpads<li>40mm drivers<li>Foldable design<li>Smooth, easily a","4.264705882352941","34"
"7242","headphones","Pyle","Pyle Home PHPW5 Professional 5 in 1 Wireless Headphone System","Pyle Professional PHPW5 Headset at $21.69. The Pyle Professional PHPW5 Headset is a great Headset","2.7038194444444446","576"
"330839","headphones","Comply","Comply Tx-100 Isolation PLUS Foam Earphone Tips (Black, 3 Pairs, Medium)","Amazon.com: Comply Tx-100 Isolation PLUS Foam Earphone Tips (Black, 3 Pairs, Medium): Electronics","4.1254152823920265","1204"
"529512","office","Ergodriven","Spark","","4.637942122186495","311"
"7272","headphones","M M's","Maxell 190552 M&M'S Lightweight Earbuds, Blue","Buy Maxell M&#38;M&#39;S 190552 &#40;MMEB-B&#41; 3.5mm Connector Canal Earphone &#40;Blue&#41; with fast shipping and top-rated customer service.Once you know, you Newegg&#33;","4.207355516637478","1142"
"54378","headphones","180s","180s Urban Headphones White Womens Ear Warmer","Product Description Made By 180s To Suit All Your ...","3.4607843137254903","51"
"58474","headphones","SOL REPUBLIC","SOL REPUBLIC 1202-61 Tracks On-Ear Interchangeable Headphones with 1-Button Mic and Music Control - Black","Product Description Size: Single-Button | Color: B...","4.1308641975308635","729"
"7275","headphones","Maxell","Maxell EC-150 Stereo Earphone","OfficeSupplyNow.com quality park, cardinal, adams, tops, hon, esselte, pendaflex, durable, bic, parker pen, ampad, avery, quartet, hon furniture, genuine joe, spr, alera furniture, alera, basyx, bassyx, clorox, san/jan, janitorial, sanitation, gel pens, m","4.246676860346585","981"
"7283","headphones","Audio-Technica","Audio Technica SonicPro Port ATH-CKM1000 In-ear Dynamic Headphones","Product Description...","3.4673076923076924","52"
"13429","headphones","Bose","Bose SoundSport In-Ear Headphones for iOS Models, Blue","","4.026390870185449","1402"
"13430","headphones","Bose","Bose SoundSport In-Ear Headphones for iOS Models, Orange","","4.025122121423587","1433"
"13431","headphones","Bose","Bose SoundSport In-Ear Headphones for iOS Models, Green","","3.96584440227704","527"
"431229","headphones","Sol Republic","Master Tracks Over-the-Ear Headphones","The Master Tracks White Over-the-Ear headphones let you enjoy your favorite music in public or anywhere else you need to keep the sound to yourself. The special design keeps outside sounds from mixing with your music. These stereo headphones deliver clear","4.53125","32"
"7295","headphones","JVC","JVC HASR500W On-ear Headband with Remote and Microphone (White) - Stereo - White - Wired - Gold Plated - Over-the-head - Binaural - Circumaural - 3.94 ft CableShow More +","Victor Company of Japan, Limited HASR500W On-ear Headband with Remote and Microphone (White) MPN UPC Code: 046838066139, Stereo - White - Wired - Gold Plated - Over-the-head - Binaural - Circumaural - 3.94 ft Cable Audio / Video, Victor Comp.of Japan Head","4.490876725838264","10140"
"529547","electronics","Sensel","Sensel Morph","","0.0","1026"
"330889","headphones","Comply","Comply Tx-200 Isolation PLUS Foam Earphone Tips (Black, 3 Pairs, Medium)","Amazon.com: Comply Tx-200 Isolation PLUS Foam Earphone Tips (Black, 3 Pairs, Medium): Electronics","4.077242524916944","1204"
"13454","headphones","Audio-Technica","Audio-Technica ATH-M50xBL Professional Studio Monitor Headphones","<b>NEW</b> The ATH-M50x features the same coveted sonic signature as its predecessor, the ATH-M50, with the addition of three interchangable cables. Proprietary 45 mm large-aperture drivers with rare earth magnets and copper-clad aluminum wire voice coils","4.571703296703297","728"
"7317","headphones","iLuv","iLuv iEP205BLU Bubble Gum 2 Flexible, Jelly-Type Stereo Earphones - Blue","Galaxor Store Bubble Gum Earphns Blue [IEP205BLU] - ILUV iEP205BLU Bubble Gum II Earbuds (Blue)Specifications:• Ultra-lightweight & Comfortable Design• Built With High-performance Speakers For Extended Frequency Range, Lower Distortion & High Performance•","4.456210378681627","3565"
"7318","headphones","Cyber Acoustics","Cyber Acoustics HE-200 Deluxe PC/Audio Stereo Headphone (Silver)","Choose PC Connection for Cyber Acoustics Headphones. Helping create a competitive advantage and getting work done for 28 years with complete solutions via personal service, expertise, customized support.","3.7526315789473683","38"
"7320","headphones","Ecko Unlimited","Mizco EKU-LCE-RD ECKO LACE Stereo Earbud Headphones with In-Line Microphone - Red","ECKO Lace Earbud Headphones: Neodymium magnets; 10mm drivers; gel ear cushions; built-in microphone; tangle-fee cord","2.9472222222222224","108"
"54429","headphones","2XL","2XL 2X-001W Ratio Wrecking Ball Ear Bud Headphones -Black/Green (Discontinued by Manufacturer)","Product Description 2XL XL-2X-001W Ratio Ear Bud, ...","4.816666666666666","12"
"7326","headphones","Koss","Koss KE5W Ultra-lightweight Earbuds","Find  Koss KE5W Earphone - Stereo - White - Audio Headphones - Earphones available online at Camcor.com.  We stock a huge selection of Koss Audio Headphones - Earphones & accessories for all your office and classroom needs.  Free Shipping on qualified ord","3.922820512820513","78"
"7330","headphones","The House of Marley","House of Marley EM-FE000-MI Redemption Song Midnight In-Ear Headphones","Buy House of Marley EM-FE000-MI 3.5mm Connector In-Ear Redemption Song Headphones &#40;Midnight&#41; with fast shipping and top-rated customer service.Once you know, you Newegg&#33;","4.36","30"
"7337","headphones","Beats by Dr. Dre","Beats by Dr Dre Pro Lil Wayne Over-Ear Headphone - Red","BEATS BY DR. DRE Beats Pro Lil Wayne On-Ear Headphones: Sound isolation; flip-up, rotating earcups; plush, washable ear cushions; in-line remote and microphone cable; steel and aluminum materials","4.25668449197861","187"
"7343","headphones","JVC","JVC HAFX32A Marshmallow Earbuds with Mic, Violet","Galaxor Store Mrshmllw Earbud W Mic Pur [HAFR37V] - JVC HAFR37V Marshmallow Inner-Ear Earbuds with Microphone & Remote (Violet)Specifications:• In-ear Headphones• Microphone• Remote • VioletDimension:Length: 7.5Width: 2.9Height: 1.25Condition:Brand NewRes","4.467919592454908","7263"
"13489","headphones","Audio-Technica","Audio-Technica ATH-M50 Professional Studio Monitor Headphones with FiiO E6 Headphone Amplifier","Product Description Size: ATH-M50 | Color: Black...","4.611111111111111","153"
"13505","headphones","Cosmos","Cosmos ? Brand Piano Glossy Black Musical Headphone stand holder for AKG/Sony/Shure/Sennheiser/Monster Beats/Ultimate Ears/Boss/Logitech DJ/Professional/Gaming Headset","Product Description Color: Acrylic-Black Musical...","3.7111324376199617","521"
"7363","headphones","Sony","Sony Stereo Noise Canceling Headphones Plus Airplane Adapter Included","Enhance your listening experience and reduce unwan...","3.752456200618344","2911"
"7382","headphones","Arctic Sound","ARCTIC P531 Gaming Stereo USB Headphones, True 5.1 Surround Sound, Vibration Feedback - Black","Arctic Cooling - ORACO-ERM22-GBA01 - Arctic Cooling 5.1 Headset for Professional Gamers - Surround - USB - Wired - 32 Ohm - 20 Hz - 20 kHz - Over-the-head - Binaural - Ear-cup - 9.84 ft Cable on Neobits.com shop. <p><b>The ARCTIC P531 brings true 5.1 surr","3.6263157894736846","114"
"7386","headphones","Koss","Koss KPH7 Lightweight Portable Headphone, Black"," The KPH7 Portable Stereophone is a durable, yet lightweight on-ear headphone with an over the head design and an adjustable headband. Includes a 3.28-foot cord and 3.5mm plug for maximum portability and ease of access. Covered under the Koss Stereophones","3.829322548028311","1978"
"7398","headphones","Plantronics","Tristar over the ear voice tub by Plantronics - H81","Shop cell phones and accessories at Amazon.com. You'll find great prices on cases, headsets, and the latest smartphones from carriers like Verizon, AT&T, and Sprint","4.057894736842105","38"
"13543","headphones","Beats by Dr. Dre","Beats Solo HD On-Ear Headphone (Drenched in Red)","Add some color pop to your music listening experie...","4.021411404850339","4577"
"7399","headphones","Maxell","Maxell 190560 Stereo EarBuds","OfficeSupplyNow.com quality park, cardinal, adams, tops, hon, esselte, pendaflex, durable, bic, parker pen, ampad, avery, quartet, hon furniture, genuine joe, spr, alera furniture, alera, basyx, bassyx, clorox, san/jan, janitorial, sanitation, gel pens, m","2.802","195"
"13549","headphones","Beats by Dr. Dre","Beats Solo HD On-Ear Headphone (Drenched in Purple)"," Get the Beats by Dr. Dre Solo HD Headphones (Matte Purple) at RadioShack.com and see our entire selection of Headphones from Beats by Dr. Dre. The perfect mix of sound and style. Durable and flexible RadioShack","4.024408014571949","2745"
"7410","headphones","Sony","SY-MDR-RF970RK SONY SY-MDR-RF970RK SONY SY-MDR-RF970RK","Buy SONY MDR-RF970RK Supra-aural Radio Freq Wireless Headphones with fast shipping and top-rated customer service.Once you know, you Newegg&#33;","3.7964939618231393","2567"
"7412","headphones","Audio-Technica","Audio-Technica ATH-T200 Closed-Back Dynamic Monitor Headphones with 40mm Driver - Black","The ATH-T200 features a large double headband for a comfortable fit around the head. The over-the-ear earpads are soft and prevents the sound from leaking. The 40mm driver unit produces high quality sound for users to enjoy the listening experience. Suppl","3.976470588235294","170"
"7416","headphones","Plantronics","Starset for Control/dispatch","Plantronics - 4367401 - Plantronics StarSet H31CD Earset - Mono - Proprietary Interface - Wired - 600 Ohm - Over-the-ear - Monaural - Open - 15 ft Cable on Neobits.com shop. Plantronics H31CD is a special modified version of the H31. Plantronics H31CD boo","3.5357142857142856","28"
"7422","headphones","Able Planet","Able Planet Traveler's Choice Foldable Active Noise Canceling Headphones","Buy the Able Planet Musicians Choice Foldable Active Noise Canceling Headphones at eBags - Designed to block out noise and filter out unwanted sounds, these comfortable headphones are perfect","3.3171641791044775","134"
"326916","headphones","Apple","Apple MB770G/B Earset","The Apple Earphones with Remote and Mic take the acclaimed Apple iPod Earphones and add a control capsule, located on the cable of the right earpiece, that includes a microphone and three buttons.","3.5714285714285716","7"
"13571","headphones","Beats by Dr. Dre","Beats Solo HD On-Ear Headphone (Drenched in White)","Beats Solo HD On-Ear Heaphone-Monochromatic-White...","4.030920334667152","2749"
"7428","headphones","Pyle","Pyle PHPW2 Hi-Fi Wireless FM Headphones","Product Description The Pyle PHPW2 Wireless Headph...","2.7807486631016043","187"
"509185","headphones","Philips","Philips SHE3595WT/28 In-Ear Headset with Mic White","Amazon.com: Philips SHE3595WT/28 In-Ear Headset with Mic White: Home Audio & Theater","3.958865248226951","141"
"326915","headphones","Apple","Apple White USB Travel Charger Adapter With 8-pin Lightning Cable MD818ZM/ A for Apple iPad/ iPhone 6/ 6 Plus/ SE/ iPad Pro","This is an Apple OEM travel charger adapter. This compact and convenient usb-based 1A power adapter charges your device at home or on the road.","3.923076923076923","13"
"7431","headphones","Bravo View","Bravo View IH-03A Kids Colorful Universal Wireless Headphones",",","4.103508771929825","285"
"13586","headphones","Beats by Dr. Dre","Beats Solo 2.0 On-Ear Headphones (White)","The Solo2 has arrived. Beats' most popular headpho...","3.978001679261125","5955"
"326934","headphones","Apple","Apple 3.2 ft. 8-pin MFI-certified Lightning USB Charging Data Transfer Cable for iPhone 5/ 5C/ 5S/ SE, iPad, iPod Touch","This is an Apple 3.2 feet 8-pin Lightning USB Cable. Sync and charge your Apple devices with this 8-pin lightning cable.","4.0","5"
"13587","headphones","Beats by Dr. Dre","Beats Solo 2.0 On-Ear Headphones (Blue)","Amazon.com: Beats Solo 2.0 On-Ear Headphones (Blue): Electronics","3.9863396460726483","3221"
"326929","headphones","Apple","Genuine OEM Apple iPhone 5 Earpods","Unlike traditional, circular earbuds, the design of the EarPods is defined by the geometry of the ear. This makes them more comfortable for more people than any other earbud-style headphone.","4.205882352941177","34"
"7448","headphones","JVC","JVC HASR500B High Quality Headphones with Remote and Mic (Black)","JVC - HASR500B - JVC HASR500B On-ear Headband Headphones with Remote & Microphone [Black] - Stereo - Black - Wired - Gold Plated - Over-the-head - Binaural - 3.94 ft Cable on Neobits.com shop. <ul><li>1-button remote and microphone for iPhone/BlackBerry/A","4.494209642363169","10122"
"7458","headphones","Apple","Apple MA662G/B Earbuds (White)","This is a Genuine New Apple MA662G/B Earphones / Earbuds.  These are my extra Earphones.  Like a lot of people, I also have a 9 to 5 job, so please ex","2.916650246305419","1015"
"15654","headphones","JVC","Gumy Headphone Red (HEADPHONES)","Newegg.com offers the best prices on computer products, laptop computers, LED LCD TVs, digital cameras, electronics, unlocked phones, office supplies, and more with fast shipping and top-rated customer service.  Once you know, you Newegg!","3.6930635838150287","173"
"445738","headphones","Audio-Technica","Audio-Technica ATH-M40x Professional Studio Monitor Headphones","Audio-Technica ATH-M40x Professional Studio Monitor Headphones The M-Series ATH-M40x professional monitor headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. Your studio experience is enhanced with superi","4.277777777777778","18"
"374070","headphones","INSTEN","INSTEN Universal Comfortable In-ear Stereo Headset Lightweight Earphones","<li>Listen to your music on an iPod or MP3 player with these stereo earphones
<li>In-ear headphones is comfortable while enjoying your songs
<li>Lightweight design means you'll forget you're wearing this audio accessory","3.5","56"
"13628","headphones","Beats by Dr. Dre","Beats by Dr. Dre Studio Headphones","Beats by Dr. Dre Studio headphones bring you studi...","0.0","0"
"458053","headphones","Audio-Technica","Audio Technica ATH-AD700X Elite Series Openair Dynamic Hpaccs 53mm Driver Exceptional Sound","With a lightweight honeycomb aluminum casing, these open-air headphones produce no sense of pressure on the ears, offering a completely natural listening experience. Newly designed 53 mm drivers with bobbin-wound CCAW voice coils deliver spacious sound wi","4.125","16"
"7492","headphones","Audio-Technica","Audio-Technica ATH-PRO700MK2 Professional DJ Monitor Headphones","Professional DJ Monitor Headphones, 50/90 earpiece...","4.087227414330218","321"
"15684","headphones","Audio-Technica","Audio Technica ATHCLR100LG In-Ear Headphones, Lime Green","Same Day Shipping till 8PM on new Audio-Technica ATH-CLR100 Clear In-Ear Headphones, 16 Ohms, 20-25,000Hz Frequency Response, 3.5mm (1/8"") Mini-Stereo, Lime Green. MPN ATH-CLR100LG SKU AUTCLR100LG. From Adorama.com - more than a camera store.","4.211440677966102","472"
"331093","headphones","Skullcandy","Skullcandy Jib Earbuds - Pink","Amazon.com: Skullcandy Jib Earbuds - Pink: Electronics","3.9836065573770494","183"
"331109","headphones","JVC","JVC Gummy Plus Inner Ear Headphones with Microphone Remote","The JVC Gummy Plus Inner Ear Headphones with Microphone Remote allows hands-free operation on iPods, iPhones and other compatible devices. The headphones are made with soft rubber so you can listen to your favorite songs, streaming media or audio books in","4.34375","32"
"331111","headphones","Maxell","Maxell In-Ear Earbuds with Microphone","Experience excellent sound and call quality with the Maxell In-Ear Buds with Microphone. These black in-ear buds feature soft silicone tips that rest comfortably in your ears and allow for a full range of high-quality audio playback. The Maxell ear buds w","3.5","32"
"331107","headphones","JVC","JVC Gumy Earbuds","JVC Gumy Earbuds are updated with a vibrant eight color line-up. They feature a soft rubber body with an oval shape that provides a snug fit and include a tangle-resistant 3.28-foot color matching cord. The bass-boosting design insures they look as good a","2.6774193548387095","31"
"331117","headphones","JVC","JVC HA-F10C Inner Ear Headphones with Carrying Case (HAF10C)","The JVC HAF10C Earbud Headphones come with a hard case that protects them and keeps them safe even while you are on the move. These earbud headphones have silicon rubber ear pads that soothe your ears and provide optimum cushioning and thereby put less st","4.15625","32"
"7537","headphones","JBL","J22i High-Performance In-Ear Headphoones with Microphone","Buy the JBL J22i High-Performance In-Ear Headphones with Microphone (White) with fast shipping and excellent Customer Service. Rakuten.com","3.861490683229814","322"
"7540","headphones","Panasonic","Panasonic RPHV096K Basic Earbuds","Buy Panasonic RP-HV096-K Earbud Headphones with fast shipping and top-rated customer service.  Once you know, you Newegg&#33;","3.780673181324647","921"
"15733","headphones","180s","180 Urban Headphones Earwarmer Mens Mens","Find, shop, and buy computers, laptops, books, dvd, videos, games, video games, music, sporting goods, software, electronics, digital cameras, camcorders, toys, luggage, and dvd players at Rakuten.com","3.4499999999999997","24"
"7545","headphones","Koss","Koss KEB30K Ear Bud Headphones, Black","Koss KEB30K Ear Bud Headphones, Black at $26.04. The Koss KEB30 Earphone is an amazing Earphone","4.024390243902439","41"
"7550","headphones","Panasonic","Panasonic RP-HT21 Lightweight Headphones with XBS Port","Product Description Their large, 30 mm diaphragms ...","4.46875","32"
"361861","headphones","Sony","Sony MDREX10LP/BLK In-Ear Headphones [Electronics]","CLOSED, DYNAMIC DESIGN POWER HANDLING: 100 MW NEODYMIUM MAGNET L-SHAPED STEREO MINI PLUG 9MM, DOME TYPE DRIVER FREQ RESP: 8 HZ 22,000 HZ IMP: 16_ 1 KHZ SENSITIVITY: 100 DB MW CORD LENGTH: 1.2 M WEIGHT: 11 OZ WITHOUT CORD BLACK","2.9375","32"
"361860","headphones","LG","LG HBS-750 Tone+ Pro Stereo Bluetooth Headset, Black","Warning - Choking Hazard - Children Under 3 This toy is not suitable for ages under 3 years. It contains one or more of the following items: marbles, small ball, or small parts. The LG HBS-750 Tone+ Pro Stereo Bluetooth Headset delivers a high-quality exp","4.5","32"
"472459","headphones","JBL","JBL Reflect In-Ear Sports Mini Bluetooth Headphones, Black","Cross-fit with confidence and exercise with ease because the JBL Reflect Mini Bluetooth sport earphones are wireless and provide eight hours of playback time through premium 5.8-millimeter drivers. Weekend warriors and committed athletes alike will also e","2.3125","32"
"443799","headphones","Audio-Technica","Audio-Technica ATHM40x Professional Monitor Headphones","The M-Series ATH-M40x professional monitor headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. Your studio experience is enhanced with superior sound isolation and swiveling earcups for convenient one-ear","4.3","20"
"15763","headphones","Koss","Stereo Headphone-Silver","Amazon.com: Stereo Headphone-Silver: Electronics","0.0","0"
"443792","headphones","Straight Talk","Stereo Bluetooth Wireless Headphones","These Stereo Bluetooth Wireless Headphones provide you with an ideal hands-free accessory for listening to any music, video and other sound from any of your Bluetooth devices, such as smartphones and mp3 players. The integrated Bluetooth technology lets y","3.096774193548387","31"
"7587","headphones","Earpollution","EarPollution CS40 Headphones - White","Shop Online for the Best Deals on Computer Hardware, Software, Desktop Computers, Laptop, Tablet and All Other Technology Solutions at HowardStore.com","3.947945205479452","73"
